item_identifier,item_fat_content,item_mrp,item_outlet_sales,item_visibility,item_weight,outlet_identifier,outlet_location_type,outlet_size,outlet_type,source,item_type_combined,outlet_years
NCP18,Non-Edible,151.9708,4815.0656,0.028760013,9.959999999999999,OUT027,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDY40,Regular,51.0692,147.8076,0.15028599,14.99,OUT019,Tier 1,Small,Grocery Store,train,Food,37
NCV54,Non-Edible,119.6124,2488.7604,0.033160417,12.04,OUT049,Tier 3,Medium,Supermarket Type3,train,Non-Consumable,23
FDS14,Low Fat,157.4288,2589.5625200000004,0.050167414,7.285,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
NCB18,Non-Edible,89.6514,1239.7196,0.041459372,19.6,OUT018,Tier 3,Medium,Supermarket Type2,train,Non-Consumable,13
FDS28,Regular,56.9588,744.3644,0.082529704,8.18,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
FDO24,Low Fat,157.4604,3010.7476,0.176573035,11.1,OUT045,Tier 3,Small,Supermarket Type1,train,Food,20
FDZ49,Regular,221.5798,4187.2162,0.13312044,11.0,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
FDL39,Regular,182.1318,5954.2494,0.063689583,16.1,OUT017,Tier 3,Small,Supermarket Type1,train,Food,15
FDJ34,Regular,125.9704,1877.556,0.09357779,11.8,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDU22,Low Fat,120.2124,474.0496,0.163350221,12.04,OUT019,Tier 1,Small,Grocery Store,train,Food,37
FDY33,Regular,159.0262,5887.6694,0.096730427,9.732,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDP03,Regular,125.6388,2848.2924,0.061165512,5.15,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
FDI24,Low Fat,177.937,6704.606,0.078362484,9.648000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
DRF13,Low Fat,146.9444,2111.7844400000004,0.029949818,17.57,OUT049,Tier 3,Small,Supermarket Type3,train,Drinks,13
NCO43,Non-Edible,103.1016,708.4112,0.047364617,5.5,OUT046,Tier 2,Small,Supermarket Type1,train,Non-Consumable,15
FDM20,Low Fat,246.9144,4655.2736,0.038685802,10.0,OUT046,Tier 3,Small,Supermarket Type2,train,Food,13
FDM39,Low Fat,178.6002,3582.004,0.089498926,6.42,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDN16,Regular,104.899,1960.781,0.062700289,12.6,OUT046,Tier 3,Small,Supermarket Type1,train,Food,25
FDG32,Low Fat,224.0772,6197.2664,0.308145448,12.010000000000002,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
FDZ15,Low Fat,117.3782,1787.673,0.020870744,13.1,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
NCU53,Non-Edible,166.2842,2757.87676,0.071557769,14.973000000000003,OUT046,Tier 3,Small,Supermarket Type3,train,Non-Consumable,18
FDF46,Low Fat,115.5834,1267.0174,0.093861144,7.07,OUT045,Tier 2,Small,Supermarket Type1,train,Food,18
FDD59,Regular,78.296,2157.192,0.066315023,10.5,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
NCG18,Non-Edible,104.0332,205.0664,0.038460297,15.3,OUT010,Tier 3,Small,Grocery Store,train,Non-Consumable,24
DRF03,Low Fat,40.2138,81.2276,0.075836522,11.901,OUT035,Tier 3,Small,Supermarket Type3,train,Drinks,18
FDK08,Regular,102.4016,202.4032,0.214139786,15.206999999999999,OUT019,Tier 1,Small,Grocery Store,train,Food,37
FDZ26,Regular,238.3222,5736.5328,0.144017405,11.6,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
DRM23,Low Fat,173.9422,172.4422,0.227189581,16.6,OUT035,Tier 3,Small,Supermarket Type1,train,Drinks,18
FDR39,Low Fat,184.4292,2842.69968,0.084273286,11.318999999999999,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
DRE25,Low Fat,92.112,1118.544,0.073269336,15.35,OUT035,Tier 2,Small,Supermarket Type1,train,Drinks,18
FDL52,Regular,39.8506,75.9012,0.077145553,6.635,OUT017,Tier 3,Small,Supermarket Type1,train,Food,15
NCJ54,Non-Edible,231.7642,5344.3766,0.059776237,15.919,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-Consumable,37
FDF32,Low Fat,198.9426,3559.3668,0.068219025,16.35,OUT045,Tier 3,Small,Supermarket Type1,train,Food,20
FDP60,Low Fat,102.0016,1619.2256,0.056235142,17.35,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
DRD37,Low Fat,46.506,372.848,0.013898123,9.8,OUT018,Tier 3,Medium,Supermarket Type2,train,Drinks,13
FDQ59,Regular,85.8908,1845.5976,0.056500895,9.8,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
NCF31,Non-Edible,152.3024,1821.6288,0.051952573,9.13,OUT045,Tier 2,Small,Supermarket Type1,train,Non-Consumable,20
FDW24,Low Fat,48.9034,48.6034,0.065652494,15.1,OUT019,Tier 1,Small,Grocery Store,train,Food,37
NCB30,Non-Edible,198.8084,5555.4352,0.025698134,12.901999999999997,OUT035,Tier 3,Small,Supermarket Type3,train,Non-Consumable,18
FDL56,Low Fat,86.4198,87.2198,0.220225608,13.909,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
NCQ41,Non-Edible,196.3794,3511.4292,0.01946418,14.034,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-Consumable,35
NCX06,Non-Edible,182.5976,5070.7328,0.01561108,13.306000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-Consumable,37
NCK07,Non-Edible,166.1526,2631.2416,0.04896208,14.973000000000003,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDI20,Low Fat,212.1586,5909.6408,0.038641968,19.1,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
NCO42,Non-Edible,147.4102,1273.14276,0.043168763,15.526,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDO44,Low Fat,109.2228,3205.1612,0.087029712,12.345,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDL20,Low Fat,112.7886,2334.9606,0.224837308,11.059000000000001,OUT045,Tier 3,Small,Supermarket Type2,train,Food,13
FDI07,Regular,199.3426,3489.19148,0.059110912,13.103000000000003,OUT049,Tier 3,Small,Supermarket Type3,train,Food,15
FDV21,Low Fat,126.3704,2444.68444,0.299544153,13.540000000000001,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
FDN08,Regular,119.3466,2182.4924,0.147904328,12.602,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDF44,Regular,132.1968,2870.9296,0.05997133,7.17,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDR36,Regular,40.2454,587.2356,0.121485195,6.715,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDD10,Regular,178.5344,2854.9504,0.046208155,11.426000000000002,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,13
FDX57,Regular,99.2068,97.2068,0.079113947,17.25,OUT010,Tier 3,Small,Grocery Store,train,Food,24
FDR25,Regular,266.8884,6359.7216,0.140311123,8.459,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
FDJ10,Regular,142.4838,3496.3821199999998,0.216762584,10.452,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDY51,Low Fat,220.7798,6611.394,0.081465335,12.5,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDT28,Low Fat,151.6708,3912.2408,0.063695084,13.3,OUT049,Tier 2,Small,Supermarket Type1,train,Food,20
FDS32,Regular,139.9838,1966.7732,0.0,17.75,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
NCZ05,Non-Edible,104.499,1238.388,0.058121214,8.485,OUT035,Tier 2,Small,Supermarket Type1,train,Non-Consumable,18
DRL59,Low Fat,55.1298,768.86584,0.037160705,14.442000000000002,OUT049,Tier 3,Small,Supermarket Type2,train,Drinks,13
FDM50,Regular,60.222,1677.816,0.029943463,13.45,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDJ44,Regular,176.1396,3663.2316,0.106238768,12.3,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
NCG19,Non-Edible,234.8616,2812.3392,0.14781046,20.25,OUT013,Tier 3,High,Supermarket Type1,train,Non-Consumable,35
NCE31,Non-Edible,36.3216,727.0536,0.185218446,7.67,OUT046,Tier 3,Small,Supermarket Type1,train,Non-Consumable,20
FDO20,Regular,254.0382,6056.1168,0.152988295,12.85,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDZ57,Regular,129.6994,1413.4934,0.037918142,10.0,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDH56,Regular,117.3492,1844.6654800000001,0.11173569,10.956999999999999,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
DRF51,Low Fat,39.6506,828.78784,0.277579189,15.75,OUT046,Tier 3,Small,Supermarket Type2,train,Drinks,13
FDU51,Regular,178.7028,2697.6884400000004,0.097059596,13.644,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDE05,Regular,147.7102,437.4306,0.032427039,12.653000000000002,OUT019,Tier 3,Small,Supermarket Type1,train,Food,35
FDV13,Regular,87.9856,3251.7672,0.02747716,15.479000000000003,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDT36,Low Fat,37.2874,369.78532,0.186250852,14.580000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDO36,Low Fat,180.866,3235.788,0.077899109,13.076000000000002,OUT035,Tier 3,Small,Supermarket Type3,train,Food,18
FDL13,Regular,234.93,932.12,0.098606543,15.919,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
FDV38,Low Fat,55.7956,928.1252,0.170348551,19.25,OUT017,Tier 3,Small,Supermarket Type1,train,Food,15
FDN25,Regular,59.2588,795.8973199999999,0.107110465,12.151,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
NCL55,Non-Edible,253.704,5060.08,0.065026434,12.15,OUT017,Tier 2,Small,Supermarket Type1,train,Non-Consumable,15
FDD29,Low Fat,253.1698,1522.0188,0.030815427,12.15,OUT018,Tier 3,Small,Supermarket Type2,train,Food,13
FDV27,Regular,87.3514,1062.6168,0.040071131,7.97,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
FDF29,Regular,131.531,2386.893,0.020046943,9.799000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
NCL07,Non-Edible,41.048,472.718,0.05486977,13.454000000000002,OUT046,Tier 3,Small,Supermarket Type3,train,Non-Consumable,15
FDK33,Low Fat,214.756,2222.5735600000003,0.019671473,9.053999999999998,OUT045,Tier 3,Small,Supermarket Type3,train,Food,13
NCU06,Non-Edible,231.001,6103.5217600000005,0.13027716,13.354,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,20
NCN29,Non-Edible,50.3034,145.8102,0.012184999,15.2,OUT017,Tier 2,Small,Supermarket Type1,train,Non-Consumable,15
NCS53,Non-Edible,160.3604,6021.4952,0.157190017,7.184,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,15
FDP07,Low Fat,198.211,3479.4708,0.090410295,18.2,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDW34,Low Fat,242.417,486.034,0.062294473,15.919,OUT019,Tier 1,Small,Grocery Store,train,Food,37
FDA57,Low Fat,41.648,414.1276,0.039805092,11.398,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDD20,Low Fat,126.4046,5353.6978,0.020614212,12.860999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
DRE13,Low Fat,87.9198,872.198,0.027761289,6.28,OUT045,Tier 2,Small,Supermarket Type1,train,Drinks,18
FDU50,Regular,114.7176,1374.2112,0.075595405,5.75,OUT017,Tier 3,Small,Supermarket Type1,train,Food,15
DRI59,Low Fat,225.2088,5762.36584,0.041065647,14.013,OUT049,Tier 3,Small,Supermarket Type3,train,Drinks,13
FDA34,Low Fat,174.408,7443.644,0.014944614,12.022000000000002,OUT027,Tier 3,Small,Supermarket Type3,train,Food,15
FDM15,Regular,151.4366,1360.2294,0.057373797,11.8,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDS12,Low Fat,127.5362,4655.9394,0.175103435,9.1,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
NCE18,Non-Edible,251.675,4244.475,0.021468792,10.0,OUT045,Tier 2,Small,Supermarket Type1,train,Non-Consumable,20
NCK17,Non-Edible,41.548,519.324,0.037971697,15.2,OUT045,Tier 3,Small,Supermarket Type3,train,Non-Consumable,20
FDJ57,Regular,185.0582,5201.2296,0.021617397,7.42,OUT045,Tier 2,Small,Supermarket Type1,train,Food,18
FDZ13,Regular,51.935,199.74,0.154120252,7.84,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDL09,Regular,168.8816,167.7816,0.22417463,12.024,OUT019,Tier 1,Small,Grocery Store,train,Food,37
FDJ32,Low Fat,63.0536,1423.4804,0.096732533,15.087,OUT049,Tier 3,Small,Supermarket Type3,train,Food,15
DRP35,Low Fat,129.6336,3195.84,0.091008572,12.860999999999999,OUT049,Tier 3,Medium,Supermarket Type3,train,Drinks,23
FDD46,Low Fat,152.3998,153.7998,0.247321039,9.96,OUT019,Tier 1,Small,Grocery Store,train,Food,37
DRB01,Low Fat,191.553,3058.41888,0.143990546,13.913,OUT049,Tier 3,Small,Supermarket Type3,train,Drinks,15
FDV51,Low Fat,165.0842,994.7052,0.054463442,16.35,OUT013,Tier 3,Small,Supermarket Type1,train,Food,24
FDY02,Regular,264.791,4733.838,0.0,8.945,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
FDO60,Low Fat,45.4086,734.11108,0.057527544,10.452,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
DRG49,Low Fat,242.8486,3420.8804,0.067128641,15.919,OUT027,Tier 3,Medium,Supermarket Type3,train,Drinks,37
NCQ43,Non-Edible,108.5912,1637.868,0.110762642,11.532,OUT027,Tier 3,Medium,Supermarket Type3,train,Non-Consumable,37
FDG47,Low Fat,260.3252,8132.0812,0.06961884,12.8,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
NCU30,Non-Edible,164.721,2439.35804,0.05837308,5.11,OUT049,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
FDU08,Low Fat,101.0042,1289.6546,0.027310252,10.3,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
FDE53,Low Fat,106.928,2876.256,0.026749991,11.885,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDW07,Regular,88.5514,796.9626,0.142978223,18.0,OUT046,Tier 2,Small,Supermarket Type1,train,Food,20
FDG40,Low Fat,34.4558,663.8026,0.066657791,13.75,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDX16,Low Fat,151.505,2546.685,0.065810045,17.85,OUT046,Tier 3,Small,Supermarket Type1,train,Food,25
FDC50,Low Fat,96.4094,1237.7222,0.0,15.85,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
NCZ42,Non-Edible,238.3248,711.0744,0.011351778,10.5,OUT017,Tier 3,Small,Supermarket Type1,train,Non-Consumable,15
NCV05,Non-Edible,153.4656,1853.5872,0.030379382,10.1,OUT046,Tier 2,Small,Supermarket Type1,train,Non-Consumable,15
FDT55,Regular,158.1946,6942.9624,0.043443753,9.732,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDU43,Regular,240.3564,2956.8178,0.101626463,12.588000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
DRG01,Low Fat,78.367,918.804,0.044869794,14.8,OUT035,Tier 3,Small,Supermarket Type1,train,Drinks,18
FDU35,Low Fat,99.87,1337.3258799999999,0.132590283,9.772,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDE45,Low Fat,180.4002,716.4008,0.070660449,13.306000000000001,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
DRO47,Low Fat,114.486,1522.0188,0.187841082,10.195,OUT049,Tier 3,Small,Supermarket Type2,train,Drinks,13
NCL18,Non-Edible,194.6136,583.2408,0.293417759,15.889,OUT049,Tier 3,Small,Supermarket Type1,train,Non-Consumable,23
NCX17,Non-Edible,234.93,4330.76268,0.114246019,21.25,OUT049,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
DRK01,Low Fat,95.4436,1418.154,0.061313057,7.63,OUT035,Tier 3,Small,Supermarket Type2,train,Drinks,13
FDV39,Low Fat,198.1426,988.713,0.007309544,11.3,OUT045,Tier 3,Small,Supermarket Type2,train,Food,13
FDF35,Low Fat,109.1938,1851.9892800000002,0.154860353,11.773,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
NCV53,Non-Edible,241.288,3664.5631999999996,0.031490111,15.648,OUT046,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
NCI30,Non-Edible,247.846,4401.6038,0.103188491,13.713999999999999,OUT046,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDB03,Regular,242.2538,3722.88728,0.274592283,18.509999999999998,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDO21,Regular,226.9404,5813.36612,0.017093789,12.822000000000003,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
FDW21,Regular,99.5358,1316.55292,0.005997615,11.912,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDQ23,Low Fat,100.6332,2665.8632,0.024521191,6.55,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
FDC38,Low Fat,134.2942,2742.69652,0.122992956,15.7,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDW13,Low Fat,51.1324,259.662,0.098438394,8.5,OUT035,Tier 2,Small,Supermarket Type1,train,Food,15
FDH44,Regular,148.2418,2590.6278,0.043304681,11.456999999999999,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDV34,Regular,72.9038,1034.6532,0.011448629,10.695,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
FDD40,Regular,194.1162,3848.324,0.014816356,20.25,OUT049,Tier 2,Small,Supermarket Type1,train,Food,18
FDU09,Regular,55.2956,1255.6988,0.06670068,7.71,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
FDU58,Regular,188.4898,187.0898,0.04855968,6.61,OUT010,Tier 3,Small,Grocery Store,train,Food,24
FDT52,Regular,244.6144,2695.1584,0.047697859,9.695,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
FDQ04,Low Fat,41.5796,41.2796,0.148392623,15.2,OUT019,Tier 1,Small,Grocery Store,train,Food,37
FDK25,Regular,169.3474,2130.82632,0.274592283,11.782,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
NCB06,Non-Edible,160.692,1597.92,0.082316506,17.6,OUT035,Tier 2,Small,Supermarket Type1,train,Non-Consumable,18
NCI29,Non-Edible,140.5154,283.6308,0.032754431,8.6,OUT018,Tier 3,Medium,Supermarket Type2,train,Non-Consumable,13
NCY18,Non-Edible,174.3054,4377.635,0.031145743,7.285,OUT035,Tier 3,Small,Supermarket Type1,train,Non-Consumable,18
NCU05,Non-Edible,81.4618,241.6854,0.098312421,15.231,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,23
FDY25,Low Fat,180.5976,7968.2944,0.033946163,13.306000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,35
FDL34,Low Fat,142.6496,3246.4408,0.041177505,16.0,OUT049,Tier 2,Small,Supermarket Type1,train,Food,15
DRH13,Low Fat,106.328,958.752,0.023983258,8.575,OUT018,Tier 3,Medium,Supermarket Type2,train,Drinks,13
FDD08,Low Fat,38.9506,721.0614,0.03532494,8.3,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDA36,Low Fat,184.8924,1665.8316,0.005677876,5.985,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
NCZ30,Non-Edible,121.4098,241.0196,0.043828293,6.59,OUT010,Tier 3,Small,Grocery Store,train,Non-Consumable,24
DRF36,Low Fat,189.3846,5350.3688,0.023673342,16.1,OUT045,Tier 3,Small,Supermarket Type2,train,Drinks,13
FDW16,Regular,93.7804,1408.69964,0.041708827,12.737000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Food,15
FDK09,Low Fat,230.7352,6103.5217600000005,0.160665697,14.0,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDV33,Regular,257.8304,1808.3128,0.02734361,9.6,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
NCS41,Non-Edible,185.1608,2388.8904,0.053527105,12.85,OUT049,Tier 1,Medium,Supermarket Type1,train,Non-Consumable,23
FDH48,Low Fat,88.054,778.986,0.105893301,15.479000000000003,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDM46,Low Fat,94.712,932.12,0.160292264,7.365,OUT045,Tier 2,Small,Supermarket Type1,train,Food,18
FDK44,Low Fat,175.5738,3823.0236,0.122918852,16.6,OUT046,Tier 2,Small,Supermarket Type1,train,Food,15
DRH25,Low Fat,50.2324,1298.31,0.014522363,13.45,OUT027,Tier 3,Medium,Supermarket Type3,train,Drinks,37
FDH09,Low Fat,53.2982,859.1483199999999,0.056394771,10.6,OUT049,Tier 3,Small,Supermarket Type3,train,Food,15
NCW29,Non-Edible,131.831,778.986,0.028907832,13.960000000000003,OUT049,Tier 3,Medium,Supermarket Type3,train,Non-Consumable,23
DRH39,Low Fat,76.367,306.268,0.09261307,20.7,OUT013,Tier 3,High,Supermarket Type1,train,Drinks,35
FDN28,Regular,104.099,1073.5359199999998,0.030418998,13.376,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDS16,Regular,145.676,3661.9,0.066121873,15.15,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
DRH03,Low Fat,91.812,372.848,0.061393095,14.109,OUT019,Tier 1,Small,Grocery Store,train,Drinks,37
NCN30,Non-Edible,98.541,1581.6744800000001,0.02844314,11.655,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDW40,Regular,143.9812,1139.8496,0.105573769,14.0,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
DRN47,Low Fat,178.566,898.83,0.028164527,12.1,OUT018,Tier 3,Small,Supermarket Type2,train,Drinks,13
FDQ15,Regular,83.1276,1868.2348,0.150341867,15.479,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
FDJ52,Low Fat,161.3578,2993.1704799999998,0.017887474,7.145,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
NCP41,Non-Edible,109.8596,1770.4953600000001,0.028382853,11.693,OUT049,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
FDO45,Regular,88.6856,1757.712,0.038029746,13.15,OUT045,Tier 2,Small,Supermarket Type1,train,Food,20
FDC56,Low Fat,118.244,958.752,0.12152072,7.72,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDT46,Low Fat,50.5008,708.4112,0.030869612,16.05,OUT045,Tier 3,Small,Supermarket Type3,train,Food,20
NCY30,Non-Edible,180.9976,2716.464,0.026005891,20.25,OUT045,Tier 2,Small,Supermarket Type1,train,Non-Consumable,20
FDX49,Regular,232.63,5359.69,0.101338651,14.999,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,37
NCY06,Non-Edible,132.2968,2913.1413199999997,0.06153089,9.799000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDJ07,Low Fat,118.415,1940.9401599999997,0.02414202,9.349,OUT046,Tier 3,Small,Supermarket Type3,train,Food,13
NCP29,Non-Edible,65.8168,830.9184,0.112728355,8.42,OUT018,Tier 3,Medium,Supermarket Type2,train,Non-Consumable,13
NCR30,Non-Edible,76.3696,372.848,0.071282168,20.6,OUT045,Tier 3,Small,Supermarket Type2,train,Non-Consumable,13
FDM04,Regular,53.1666,859.14832,0.047387144,10.6,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
DRB24,Low Fat,156.4656,2180.89448,0.020693619,9.792000000000002,OUT049,Tier 3,Small,Supermarket Type3,train,Drinks,15
FDU25,Low Fat,57.0246,810.9444,0.026681262,12.35,OUT046,Tier 2,Small,Supermarket Type1,train,Food,18
DRD25,Low Fat,115.086,452.744,0.138269873,12.700000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Drinks,13
FDZ36,Regular,188.324,1491.392,0.065729039,6.035,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
NCM07,Non-Edible,82.4908,2013.3792,0.039954281,9.395,OUT035,Tier 2,Small,Supermarket Type1,train,Non-Consumable,18
FDL10,Low Fat,99.5042,892.8378,0.039715591,13.006,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
DRF37,Low Fat,263.591,788.973,0.0,17.25,OUT045,Tier 2,Small,Supermarket Type1,train,Drinks,20
FDY47,Regular,131.531,2386.893,0.095395258,9.799000000000001,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDY58,Low Fat,228.9694,6622.7126,0.040144377,11.65,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
FDO32,Low Fat,45.906,419.454,0.120520818,6.36,OUT035,Tier 2,Small,Supermarket Type1,train,Food,18
FDS56,Regular,264.2252,5282.3240399999995,0.064871045,5.785,OUT049,Tier 3,Small,Supermarket Type2,train,Food,13
DRE12,Low Fat,114.586,2942.836,0.070890602,12.6,OUT049,Tier 3,Small,Supermarket Type3,train,Drinks,23
FDN12,Low Fat,113.1544,3355.632,0.08071118,11.059000000000001,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,13
FDN10,Low Fat,119.5124,829.5868,0.0,11.5,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDT21,Low Fat,248.9092,996.0368,0.020474913,7.42,OUT046,Tier 3,Small,Supermarket Type2,train,Food,13
NCH54,Non-Edible,160.292,1438.128,0.07266912,13.5,OUT046,Tier 1,Small,Supermarket Type1,train,Non-Consumable,25
FDB08,Low Fat,160.3578,2727.7826,0.031230059,6.055,OUT046,Tier 3,Small,Supermarket Type2,train,Food,13
FDS58,Regular,158.6578,2406.867,0.020989132,9.285,OUT013,Tier 3,High,Supermarket Type1,train,Food,35
FDO15,Regular,72.3038,960.7494,0.008579863,16.75,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
FDM38,Regular,54.3982,987.91404,0.092771309,10.302000000000001,OUT046,Tier 3,Small,Supermarket Type3,train,Food,25
FDM14,Low Fat,106.9254,2930.1858,0.013263968,13.8,OUT046,Tier 1,Small,Supermarket Type1,train,Food,25
FDS21,Regular,62.8194,928.791,0.020961192,19.85,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDU60,Regular,169.6132,169.1132,0.100262068,20.0,OUT010,Tier 3,Small,Grocery Store,train,Food,24
FDN50,Regular,93.712,466.06,0.026561057,16.85,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
FDS47,Low Fat,89.4856,1054.6272,0.129086113,16.75,OUT049,Tier 1,Medium,Supermarket Type1,train,Food,23
NCS06,Non-Edible,264.791,6069.8322800000005,0.055566935,11.145,OUT046,Tier 3,Small,Supermarket Type3,train,Non-Consumable,13
FDV26,Regular,197.0794,2193.811,0.133347119,14.268,OUT049,Tier 3,Small,Supermarket Type3,train,Food,13
FDY20,Regular,92.2488,1358.232,0.082085787,12.5,OUT018,Tier 3,Medium,Supermarket Type2,train,Food,13
FDR27,Regular,131.9942,3047.3666,0.096644015,15.1,OUT017,Tier 2,Small,Supermarket Type1,train,Food,15
NCJ17,Non-Edible,84.4224,170.4448,0.255348289,7.68,OUT010,Tier 3,Small,Grocery Store,train,Non-Consumable,24
FDV02,Low Fat,170.7106,3251.1014,0.060495243,9.443999999999999,OUT027,Tier 3,Medium,Supermarket Type3,train,Food,35
